,id,amount_tsh,gps_height,region_code,district_code,population,public_meeting,permit,construction_year,extraction_type_class,management_group,payment_type,quality_group,quantity_group,source_class,waterpoint_type_group,status_group
25889,18374,0.0,1067,4,1,1,1,1,2005,0,0,1,0,0,0,0,0
14746,63626,0.0,0,12,7,479,1,1,2000,1,0,6,3,0,0,0,0
22612,45405,0.0,0,17,3,741,0,1,1988,2,3,1,0,3,1,1,2
10083,51345,2000.0,1425,11,7,60,1,1,1984,0,0,0,0,0,1,0,2
44356,70552,0.0,1239,20,3,250,0,1,2012,2,0,3,0,0,0,1,2
16220,28879,30.0,284,5,3,80,1,1,2011,6,0,2,0,0,0,1,2
14905,22826,50.0,1309,5,1,150,1,1,2005,2,0,2,1,0,0,1,2
19018,6851,0.0,1164,2,7,120,1,0,2013,0,0,3,0,0,1,0,2
48319,35708,0.0,-29,60,63,100,1,0,1984,2,0,1,0,0,0,1,1
21004,61530,100.0,-5,6,1,50,1,1,2009,1,2,2,0,0,1,2,2
55545,33794,0.0,0,1,1,488,1,0,1995,4,0,1,1,0,0,0,0
31523,17298,0.0,0,17,3,453,1,1,1990,2,0,3,2,1,0,1,0
56841,11612,0.0,1853,21,3,370,1,1,2008,3,3,1,0,3,1,0,2
17094,24188,0.0,1150,3,4,1,1,1,1974,0,0,3,0,1,0,0,2
4500,5039,1000.0,2175,11,4,40,1,1,2000,0,0,0,0,0,0,0,2
49147,29786,0.0,1309,16,1,500,1,0,2007,0,0,3,0,1,1,0,0
17993,43341,500.0,1508,11,4,150,1,1,1978,0,0,6,0,2,1,0,0
53936,24,0.0,209,4,3,80,1,0,1999,0,0,1,0,3,0,0,0
37749,38016,10.0,102,4,5,200,0,0,1980,1,0,2,0,3,1,0,0
28570,67915,0.0,477,3,3,210,1,1,1961,0,0,1,0,0,0,0,0
52558,59133,20.0,1279,3,7,1,1,1,2002,0,0,6,0,0,0,0,2
49638,53796,0.0,1694,13,2,1,1,0,2000,1,0,3,5,4,0,0,0
16450,11874,0.0,2227,11,4,1,1,1,1980,0,0,1,0,0,0,0,0
53453,29569,50.0,1497,13,2,1,1,0,2000,1,0,2,0,1,0,0,2
28914,4746,30.0,25,99,1,1,1,1,1978,4,0,2,0,0,0,0,2
50093,2516,0.0,0,12,1,429,1,1,1996,0,0,1,0,0,0,0,0
28605,73642,20.0,1178,5,1,150,1,1,2007,0,0,2,0,0,0,0,2
23329,5791,0.0,282,5,2,45,1,1,2004,0,0,1,0,2,1,0,0
45145,2634,20.0,779,3,6,50,1,1,2006,0,2,2,5,1,0,0,2
39032,44862,200.0,326,5,4,1,1,1,2003,2,0,6,0,0,0,1,0
53455,72291,10.0,1528,24,30,285,1,1,2009,0,0,2,0,3,1,0,2
24506,68739,300.0,265,5,3,125,1,1,1995,0,0,6,0,0,1,0,1
48072,55278,0.0,0,12,2,485,1,1,1998,0,0,4,0,1,1,0,2
46909,47816,0.0,0,17,6,799,1,1,1989,0,3,1,0,3,1,0,0
17141,52816,0.0,1435,3,7,1,1,1,2009,0,0,6,0,0,0,0,2
41795,23057,0.0,1176,11,5,1,1,1,2008,0,0,1,0,0,0,0,2
50999,25362,0.0,337,5,2,100,1,1,1997,2,0,4,0,0,0,1,2
18210,20610,500.0,222,5,3,300,1,1,1981,2,0,6,0,1,0,1,0
55374,72878,0.0,1142,15,1,160,0,1,1988,2,0,4,1,0,0,1,2
52369,56417,0.0,0,12,2,791,0,0,2004,2,0,1,0,0,0,1,2
2552,68515,50.0,830,10,1,1,0,0,2006,1,2,2,0,0,1,0,2
48691,3553,0.0,0,17,2,489,1,0,1985,0,0,2,0,0,0,0,0
33847,62143,0.0,1725,21,1,3000,1,1,2010,2,0,1,0,0,0,1,2
6923,12530,0.0,0,18,8,647,1,1,1996,0,0,1,0,0,0,0,0
23535,23725,0.0,1546,21,1,1200,1,1,2011,0,0,1,0,1,1,0,2
16428,29294,0.0,469,5,1,150,1,1,2008,3,0,1,0,1,0,2,0
47778,34669,0.0,0,17,8,376,1,1,1991,0,0,2,0,0,1,0,2
52540,19479,0.0,0,17,1,789,0,0,1985,2,0,3,0,1,0,1,1
20756,54447,0.0,0,12,2,425,1,1,1988,0,0,4,0,1,1,0,2
49642,47630,20.0,161,6,1,70,1,1,2007,1,0,2,0,0,1,0,2
12712,73953,2500.0,1289,4,1,1,1,1,1969,0,0,6,0,0,0,0,0
38363,33548,0.0,0,18,30,570,1,0,2001,2,0,1,0,0,0,1,2
4040,24279,350.0,1229,20,3,350,0,1,2007,0,3,2,0,0,1,0,2
4744,67308,0.0,1211,20,3,250,0,1,2006,2,0,3,1,0,0,1,2
30746,52098,0.0,0,18,30,614,1,0,1993,0,0,1,0,0,0,2,2
49348,34980,0.0,356,10,1,1,0,0,1989,2,0,1,0,0,0,1,0
9647,6599,500.0,355,5,6,1,1,1,2010,6,0,6,0,0,0,1,2
47940,71913,0.0,0,18,4,534,1,1,1987,0,0,1,0,1,0,0,0
35050,59711,0.0,1280,20,2,80,1,1,2011,0,0,1,0,0,0,0,0
24989,8578,0.0,381,8,3,420,1,0,1981,3,0,1,5,2,0,2,0
20658,13769,300.0,1319,11,4,120,1,0,1980,0,0,6,0,0,1,0,2
18758,41799,0.0,271,5,3,250,1,1,2008,0,0,1,0,1,1,0,1
27871,53968,0.0,0,17,3,421,1,1,1998,2,0,1,0,1,0,1,1
30428,3927,0.0,0,19,5,473,1,0,2008,3,0,1,0,0,0,1,2
55592,30280,0.0,1032,3,4,170,1,1,1975,0,0,3,0,1,0,0,2
33994,17575,0.0,0,17,8,779,1,0,1996,2,0,4,0,0,0,1,2
15747,69257,500.0,1594,11,4,65,1,0,2009,2,0,4,0,0,0,1,2
26675,59756,0.0,0,18,2,739,1,1,1984,0,0,1,0,1,1,0,1
41061,60985,0.0,993,10,5,360,1,0,1990,2,0,4,0,1,0,1,2
56905,56131,10.0,1241,3,5,60,1,1,1999,0,0,2,0,0,0,0,2
39769,36835,0.0,0,19,5,490,1,1,1998,4,0,1,0,0,1,0,2
11625,65587,0.0,28,80,13,280,1,1,1985,3,0,1,0,0,0,2,0
59219,45652,0.0,1543,16,3,145,1,0,2000,0,0,3,0,0,0,2,0
20675,13944,30.0,81,80,23,1,0,0,2010,0,0,2,0,1,1,0,2
46547,4029,0.0,1383,20,3,320,0,1,1964,0,0,3,0,0,1,0,0
31907,30842,7.0,1576,3,5,4,1,1,2008,0,0,2,0,0,0,0,2
47979,27309,0.0,81,60,43,200,1,0,2002,2,0,1,0,2,0,1,0
36122,22356,0.0,0,19,5,545,1,1,2008,2,0,1,1,3,0,1,2
31211,14172,0.0,0,19,7,514,0,1,2001,2,0,1,5,4,0,1,2
4471,47345,0.0,332,90,63,89,1,1,2005,2,0,1,1,0,0,1,0
52855,39066,0.0,1332,3,1,1,1,1,2008,0,2,6,0,1,0,0,2
34717,71360,0.0,1669,3,1,1,1,1,1980,0,2,6,0,1,0,0,0
38503,9932,0.0,2168,11,4,30,1,1,2004,0,0,1,0,0,0,0,2
43361,47547,0.0,0,19,6,441,1,1,1992,2,0,3,5,2,0,1,0
18223,27319,50.0,1124,13,3,250,1,0,1978,5,0,2,0,0,0,0,0
52828,4952,0.0,0,12,3,761,1,1,1995,0,0,6,0,0,0,0,2
14364,64249,20.0,909,21,4,200,1,1,2006,1,2,2,0,0,0,0,2
1652,27725,0.0,186,80,13,369,1,1,2012,2,0,1,1,0,0,1,2
26877,15361,0.0,0,1,3,648,1,0,1985,4,2,2,1,2,0,0,0
42294,342,0.0,1580,11,1,448,1,1,2010,0,0,1,0,0,0,0,2
39305,17109,0.0,-28,80,62,50,1,1,1974,0,0,3,0,1,0,0,0
22426,3628,0.0,177,9,4,1,1,1,1982,1,0,1,0,2,0,0,0
25905,28029,20.0,-23,6,1,50,1,1,2003,1,2,2,0,0,1,0,2
50994,19268,0.0,0,12,7,824,1,1,2001,0,0,6,0,3,1,0,2
34655,2232,5000.0,1986,11,4,10,1,1,2009,0,0,6,0,0,1,0,2
53006,48564,10.0,-31,60,53,1,1,1,1995,2,0,2,0,0,0,1,2
4730,29047,300.0,311,5,1,90,1,1,2011,0,0,4,0,0,1,0,2
31388,27658,0.0,0,19,2,659,1,1,1998,4,0,1,0,0,1,0,2
23000,44222,3000.0,1163,20,6,350,1,0,1985,1,0,6,0,0,1,0,0
2666,25650,0.0,1741,15,2,250,1,1,1990,0,0,1,0,0,1,0,0
6896,27729,0.0,0,17,3,823,1,1,1992,2,0,3,2,0,0,1,2
6977,7093,0.0,467,5,6,56,1,1,1980,3,0,1,0,1,0,2,0
38518,40050,0.0,1427,2,7,130,1,1,2007,0,0,3,0,1,0,0,0
12432,59282,0.0,1204,2,3,980,0,0,2000,0,0,1,0,1,0,0,2
21083,37565,0.0,2142,11,4,70,1,0,2008,0,0,1,0,0,0,0,2
46054,5503,0.0,1355,21,1,600,1,1,1996,2,0,1,0,0,0,1,2
55809,45452,50.0,61,80,13,290,1,1,2004,1,0,2,0,0,0,0,2
56177,66639,0.0,0,12,6,549,0,0,1999,2,0,1,0,3,0,1,0
18841,47056,0.0,0,1,1,544,1,1,1998,0,0,1,0,1,0,0,2
45502,16690,0.0,1342,20,4,250,0,1,1972,0,0,3,0,0,0,0,2
43885,31807,25.0,1615,20,2,2000,0,1,2010,1,1,1,0,0,1,0,2
17909,54876,500.0,1581,11,4,150,1,1,1975,0,0,6,0,2,1,0,0
23704,69448,0.0,1316,3,1,1,1,1,2008,0,2,6,0,1,0,0,0
22311,32172,0.0,1410,3,7,1,1,1,2012,0,0,6,0,0,0,0,2
29786,8040,0.0,237,5,3,300,1,1,2005,2,0,1,0,1,0,1,0
34199,566,0.0,0,14,2,303,1,1,1997,0,0,2,0,1,1,0,0
28061,4745,0.0,1598,3,3,230,1,1,1996,0,0,1,0,1,0,0,0
7836,56002,0.0,24,80,13,234,1,1,1993,2,0,1,1,0,0,1,0
12210,25991,0.0,1607,21,1,1200,1,1,2005,0,0,1,0,0,1,0,2
27246,31020,0.0,0,18,1,562,0,1,1985,0,1,1,0,0,1,0,2
29315,43250,0.0,836,15,2,4000,1,1,1988,0,0,1,0,0,1,0,1
51678,206,20.0,991,2,2,100,1,1,2010,0,0,2,0,1,0,0,2
23177,73715,0.0,0,17,3,310,1,1,1990,3,0,3,2,0,0,2,2
57208,54689,0.0,929,13,3,400,0,0,1978,4,0,1,0,0,0,0,0
8233,30663,500.0,2101,11,4,25,1,0,2003,1,0,6,0,0,1,0,0
34415,70113,0.0,0,17,3,449,1,1,1999,3,0,3,2,0,0,2,2
8406,35152,100.0,1602,11,4,30,1,1,2010,0,0,2,0,0,0,0,2
17579,67937,0.0,-38,9,5,250,1,0,1984,3,0,1,0,3,0,2,0
33716,25201,0.0,0,14,6,553,0,1,1987,3,0,1,0,2,0,0,0
17568,50958,0.0,1679,16,2,750,1,1,2004,0,0,1,0,0,0,3,2
41355,14547,0.0,0,18,2,713,1,1,1992,2,0,1,0,0,0,1,2
52293,59938,0.0,1420,3,7,1,1,1,2001,0,0,6,0,0,0,0,2
57047,24443,0.0,0,18,30,497,1,0,1991,0,0,1,0,1,0,0,1
16526,47796,0.0,0,17,8,669,1,0,1985,2,0,2,0,1,0,1,2
9378,11457,0.0,0,12,6,692,0,0,1996,3,0,4,0,3,0,2,0
41974,66228,0.0,0,17,8,435,1,0,1989,2,3,2,0,0,0,1,0
6845,58684,250.0,1273,16,2,350,1,1,2006,0,0,6,0,0,1,0,2
16583,1925,0.0,1057,3,4,1,1,1,1972,0,0,1,0,1,0,2,0
21969,18564,0.0,288,5,3,2050,1,1,2010,2,0,1,0,1,0,0,2
15659,65145,0.0,1334,17,1,500,1,0,2000,2,0,1,0,0,0,1,2
56297,22944,0.0,1649,16,3,155,0,1,2009,0,0,3,0,0,0,3,1
25161,57093,0.0,737,11,1,1,1,1,2011,0,0,1,0,2,0,0,0
23975,36891,0.0,0,12,7,788,0,1,2000,0,0,1,4,3,1,0,2
1530,55838,0.0,0,12,4,766,1,0,1985,0,0,3,0,0,0,0,2
37022,2552,2000.0,541,10,1,1,1,0,2000,2,0,0,0,0,0,1,0
39981,69408,2500.0,1028,10,2,461,1,1,1993,3,0,0,0,2,0,2,0
10927,16430,0.0,21,80,62,400,1,1,2010,2,0,3,1,0,0,1,2
16144,35033,0.0,0,18,8,656,1,1,2008,2,0,6,0,1,0,1,2
25003,1175,25.0,-38,80,13,87,0,1,2009,2,2,2,1,0,0,1,2
36262,28614,0.0,1249,3,7,1,1,1,2009,0,0,6,0,0,0,0,2
23544,38929,0.0,1762,4,1,1,1,1,1992,0,0,1,0,0,0,0,2
25339,4862,0.0,699,11,5,53,1,0,2007,0,0,4,0,0,1,0,2
6756,28949,0.0,1264,2,7,350,1,1,2011,0,0,3,0,0,0,0,2
18520,46026,0.0,0,14,1,438,1,0,2004,2,0,4,0,1,0,1,2
341,65101,200.0,887,5,4,203,1,1,1995,0,0,6,0,0,0,0,2
12060,23490,0.0,0,12,4,341,1,0,2000,0,0,1,0,1,0,0,0
43090,43060,0.0,1322,20,2,2000,0,0,2009,1,1,1,1,1,0,0,2
45103,45718,500.0,1936,11,3,353,1,0,1992,0,0,0,0,0,0,0,2
32255,43382,200.0,1736,4,1,1,1,1,2002,0,0,6,0,0,0,0,0
51851,39222,0.0,1984,11,3,465,1,0,1990,0,0,1,5,2,0,0,0
17229,33154,0.0,1465,3,1,1,1,1,2003,0,2,6,0,1,0,0,2
23210,68959,0.0,0,19,7,759,1,1,2003,0,0,2,0,0,1,0,2
44321,12264,0.0,0,19,6,368,1,1,2000,2,0,1,0,1,0,1,2
12015,58279,0.0,66,80,23,1,0,0,2006,3,0,1,0,0,0,0,2
19628,13462,0.0,962,3,4,120,1,1,1974,0,0,3,0,1,0,0,2
25470,103,2000.0,955,11,1,1,1,1,1992,0,0,0,0,0,0,0,2
25593,65482,25.0,696,3,4,100,1,1,2008,1,0,2,0,0,0,0,2
42409,28105,0.0,1241,16,1,890,1,0,2001,2,0,3,0,0,0,1,2
29062,58931,0.0,1272,2,3,1,0,0,2000,0,0,1,0,2,0,0,0
52413,3844,0.0,1559,13,2,1,1,0,1990,3,0,3,5,2,0,2,0
46388,44579,1000.0,2129,11,4,20,1,0,2000,0,0,0,0,0,0,0,2
15255,233,0.0,97,80,62,400,1,1,1982,3,0,3,2,1,0,1,0
10644,71294,0.0,444,8,3,55,0,0,1983,1,2,1,0,0,0,2,2
7570,68847,0.0,0,14,3,826,1,1,1996,4,0,2,0,0,0,0,2
4683,44783,3000.0,1133,11,5,81,1,0,2006,0,0,6,0,0,0,0,2
31591,4881,0.0,0,18,8,747,1,1,1997,2,0,1,0,0,0,1,0
16290,62922,0.0,0,14,2,409,1,0,2003,1,0,2,0,0,1,0,0
18918,73007,1000.0,0,5,1,500,1,1,1995,2,0,0,1,1,0,1,2
30788,62460,1200.0,411,5,6,1,1,1,1996,2,0,0,1,1,0,1,1
35924,10733,0.0,0,19,2,753,1,1,1985,3,0,1,0,0,0,2,0
27138,8432,0.0,251,9,4,420,1,1,1982,1,0,1,0,2,0,0,0
55066,30927,0.0,0,14,2,406,1,1,1998,3,0,3,5,4,0,2,0
34349,67317,200.0,970,10,5,650,1,0,1997,2,0,6,0,1,0,1,2
30964,34267,0.0,0,19,5,819,1,0,2000,2,0,3,0,2,0,1,2
53422,59697,0.0,1072,16,3,225,1,1,1994,0,0,3,0,0,1,0,1
12697,46158,0.0,0,17,3,287,1,1,1997,3,0,1,0,0,0,2,0
6871,61021,0.0,0,12,2,526,0,0,1987,0,0,4,0,0,1,0,2
37412,26687,250.0,1170,16,2,1540,1,1,1998,0,0,6,0,0,1,0,2
31990,41762,0.0,219,5,3,300,1,1,1994,3,0,1,0,1,0,1,0
27154,35170,0.0,959,2,2,300,1,1,2007,3,3,3,0,3,1,2,0
44947,52817,50.0,99,6,2,50,1,1,1986,4,0,2,0,1,1,2,0
31815,53700,0.0,1392,20,3,350,0,0,1975,0,0,3,0,0,1,0,0
39586,70350,0.0,0,1,1,427,1,1,1989,0,0,1,0,1,0,0,2
41112,34808,350.0,1230,20,3,350,0,1,2007,0,3,2,0,0,1,0,2
24825,5296,0.0,246,5,3,500,1,1,2010,2,0,1,0,1,0,1,2
27968,25280,7.0,1131,3,5,60,1,1,2008,0,0,2,0,0,0,0,2
54138,62615,0.0,0,14,2,657,1,1,1986,4,0,2,1,0,0,0,2
193,112,30.0,128,6,1,50,1,1,2010,1,0,2,0,0,1,0,0
53820,55062,0.0,1168,20,3,375,0,1,1998,0,3,1,0,1,1,0,0
21916,72419,1000.0,0,5,1,489,1,0,1995,0,0,0,0,1,0,0,2
27530,4380,0.0,0,18,30,682,1,0,1996,2,0,1,0,0,0,1,2
5447,6577,0.0,69,7,2,250,0,0,2000,3,0,1,0,0,0,2,0
8915,20539,200.0,218,4,3,200,1,0,2002,2,0,6,0,1,0,1,2
35361,52898,0.0,2117,2,6,300,1,1,2006,0,0,4,0,1,1,2,0
27919,63037,0.0,2361,11,4,50,1,1,1996,0,0,4,0,0,0,0,2
38358,60836,0.0,0,14,5,608,1,1,1993,3,0,1,0,2,1,0,0
43670,42493,0.0,1718,15,2,200,1,0,1991,2,0,1,0,1,0,1,2
30629,74237,0.0,0,12,3,549,1,1,2008,0,0,1,0,2,0,0,0
45283,69583,0.0,1345,5,1,259,1,1,2007,0,0,1,0,0,0,0,1
53038,22741,0.0,0,18,1,489,1,1,1992,0,0,1,0,0,0,0,0
33198,54209,2000.0,2186,11,3,671,1,1,2008,0,0,0,0,0,0,0,2
21514,48444,0.0,1223,20,4,900,0,0,1997,3,0,1,1,1,0,2,0
25149,54290,0.0,1594,13,2,1,1,0,1990,3,0,3,5,2,0,2,0
16084,16376,0.0,0,17,1,649,0,0,1985,2,0,3,0,0,0,1,1
53,32376,0.0,0,19,6,307,1,1,2004,1,0,3,5,2,0,0,0
17841,26092,200.0,1775,11,5,530,1,0,2001,0,0,6,0,0,0,0,2
46918,11408,500.0,1526,11,4,56,1,1,2011,0,0,6,0,0,1,0,2
6431,19057,50.0,-12,6,1,30,1,1,2008,1,2,2,0,0,1,0,2
45978,60920,0.0,29,60,43,750,1,0,2009,2,0,1,1,1,0,1,1
6617,50329,0.0,0,17,8,470,1,0,2006,2,0,4,1,0,0,1,2
58870,20834,0.0,1341,3,2,70,1,0,2012,0,0,1,0,1,0,0,2
48637,43122,0.0,1067,3,4,1,0,0,1991,0,0,1,0,1,0,2,0
12094,41129,500.0,1238,11,4,63,1,1,1988,0,0,6,0,3,1,0,1
8869,35420,0.0,0,18,1,495,1,1,1984,0,0,1,0,2,0,0,0
25683,66661,50.0,244,99,1,200,1,1,2012,4,0,2,0,0,0,0,2
7063,21247,0.0,-5,4,5,100,1,0,2009,3,0,1,0,1,0,2,0
44696,31620,200.0,311,5,4,300,1,1,1986,2,0,6,0,1,0,1,0
24690,12500,0.0,0,14,6,402,0,1,1994,3,0,1,0,2,0,0,0
43810,73916,0.0,1658,2,2,200,1,1,1989,0,0,1,0,0,0,0,2
8572,38810,4000.0,1219,11,1,1,1,1,1997,0,0,0,0,0,0,0,2
25417,70750,0.0,749,3,4,1,1,1,2004,1,2,6,0,0,0,0,0
37394,49516,0.0,-12,7,3,250,1,0,2000,4,1,1,1,3,0,2,0
37745,71958,10.0,-2,60,53,1,1,1,1999,4,0,2,1,1,0,0,0
11923,44336,0.0,0,18,2,498,1,1,2005,0,0,1,0,1,0,0,2
54708,43296,0.0,0,1,6,755,1,1,1985,4,0,1,0,1,0,0,0
56299,31507,0.0,0,12,3,720,1,1,2007,0,0,1,0,0,0,0,2
31600,73432,0.0,245,5,3,200,1,1,1980,2,0,1,0,1,2,1,0
43800,33386,0.0,0,19,4,560,1,1,1985,1,0,2,0,0,1,0,2
9939,4557,100.0,1562,11,4,55,1,1,1974,0,0,2,0,2,0,0,0
50271,34568,2000.0,1889,11,2,533,1,1,1991,2,0,0,0,0,0,1,2
41663,29401,0.0,0,12,6,707,1,0,2007,2,0,4,0,1,0,1,2
51116,338,0.0,559,10,5,450,1,1,2011,3,1,3,0,4,0,2,0
33899,9273,0.0,460,4,2,200,1,0,2010,0,0,1,0,3,0,0,2
34287,50869,5.0,1294,3,4,20,1,1,2007,0,0,2,0,0,1,0,2
54058,43613,0.0,1372,20,2,100,0,1,2011,0,0,3,0,0,0,0,0
29630,5317,0.0,969,10,2,435,1,1,2009,0,0,1,0,2,1,0,0
50553,24251,20.0,248,6,1,100,1,1,2003,1,0,2,0,0,1,0,2
36758,30269,0.0,1223,4,1,1,1,1,1975,0,0,1,0,0,0,0,1
31488,34093,0.0,0,18,3,315,1,0,1986,0,0,1,0,1,0,0,0
43661,71188,0.0,1265,16,1,300,1,0,2003,2,0,3,0,0,0,1,0
2620,67800,25.0,963,21,1,258,1,1,1997,2,0,2,0,0,0,1,2
44302,45306,0.0,0,17,3,719,1,1,1986,3,0,3,2,1,0,2,2
41154,1054,50.0,1313,20,6,600,1,0,1992,1,0,2,0,0,1,0,0
16826,30491,0.0,0,19,4,683,1,1,1997,2,0,1,0,0,0,1,0
50870,510,0.0,0,1,6,636,1,1,2004,2,0,1,0,0,0,1,2
2244,36279,5000.0,276,5,3,120,1,1,2004,6,0,4,1,1,0,1,1
8345,8752,10000.0,2089,11,4,400,1,0,2010,1,0,0,0,1,0,0,2
36047,4995,0.0,391,8,3,150,1,0,1979,3,0,1,5,2,0,0,0
50679,5888,30.0,15,60,53,1,1,1,2010,4,0,2,0,1,0,1,2
49865,626,0.0,0,17,1,357,0,0,1991,3,0,3,0,0,2,2,0
43020,64421,25.0,699,3,4,50,1,1,2008,1,0,2,0,0,0,0,2
50772,27119,0.0,415,5,6,50,1,1,1982,0,0,1,0,0,1,0,0
52179,15998,0.0,0,18,2,487,1,1,1984,0,0,1,0,1,1,1,2
42047,40094,0.0,1059,2,2,150,1,1,1988,0,0,1,0,0,0,2,2
8071,7526,0.0,85,7,2,250,0,0,2000,3,0,1,0,0,0,2,0
34003,54567,6.0,1456,3,4,15,1,1,2008,0,0,2,0,0,0,0,2
35036,70319,30.0,67,80,23,678,0,0,2010,0,0,2,0,0,1,0,2
46441,70136,0.0,0,14,3,705,1,1,2002,4,0,6,0,1,0,0,0
55474,37178,0.0,1265,20,6,690,1,0,1986,1,0,6,1,0,0,0,2
12315,36540,0.0,1373,17,1,500,1,0,2006,2,0,1,0,0,0,1,2
46403,51996,0.0,0,19,6,743,1,1,1993,2,0,1,0,1,0,1,1
10772,39162,0.0,1497,13,4,30,1,1,2005,2,0,1,2,3,0,1,0
26859,9133,0.0,1573,13,2,1,1,0,2000,0,0,1,0,1,1,0,1
2392,27576,0.0,0,17,6,565,1,1,2001,2,3,1,0,3,1,1,2
40758,64377,0.0,2160,11,4,15,1,1,2007,0,0,1,0,0,0,0,2
629,53218,0.0,189,4,3,100,1,0,1999,0,0,1,0,3,0,0,0
22043,8621,0.0,33,6,4,100,1,0,2006,2,0,1,0,2,0,1,0
39122,5546,0.0,0,19,2,373,1,1,1998,4,0,1,0,0,0,0,0
9540,40763,200.0,419,5,1,150,1,1,1976,2,0,6,1,1,0,1,2
24987,60807,0.0,0,17,2,329,1,0,1999,2,0,3,0,0,0,1,2
6782,66179,0.0,936,10,5,720,0,1,1999,3,0,1,0,0,0,2,0
31500,39268,0.0,1808,2,2,200,1,1,1998,0,0,1,0,0,0,0,1
30571,20930,0.0,0,18,8,790,1,1,1995,2,0,1,0,1,0,1,2
14502,26315,0.0,307,60,33,500,1,0,2010,3,2,1,0,3,1,2,0
26763,58792,1200.0,779,10,2,550,1,1,1993,0,0,0,0,0,1,0,2
13555,14220,0.0,0,19,6,380,1,1,1993,2,0,1,0,1,0,1,2
38313,35342,0.0,0,14,2,758,0,0,1996,0,2,2,0,0,1,0,0
20138,49906,0.0,928,16,3,300,1,1,1992,0,0,3,0,1,0,0,2
31899,32945,0.0,0,12,4,552,1,0,1989,0,0,1,0,0,0,0,1
53978,73042,0.0,1248,19,8,630,0,1,1990,3,0,1,0,0,0,2,0
44428,26853,500.0,143,5,2,600,1,1,1986,2,0,6,0,4,0,1,0
22967,70585,0.0,0,12,4,584,1,0,2003,0,3,3,0,0,0,0,2
18038,36645,0.0,1276,21,1,120,1,1,2010,0,0,1,0,0,0,0,2
42570,71249,100.0,106,4,5,200,1,0,2007,1,0,2,1,1,0,0,0
18670,5460,20.0,83,4,6,250,0,0,2008,1,0,2,1,1,0,0,0
53348,73689,0.0,263,5,3,1000,1,1,2010,6,1,1,0,1,0,1,2
13147,26703,500.0,929,3,2,50,1,1,1972,0,0,2,0,1,0,0,0
57514,34382,10.0,1588,3,5,40,1,1,1999,0,0,2,0,0,0,0,2
20232,33798,20.0,1021,2,2,100,1,1,2000,0,0,2,0,1,0,2,0
1696,70968,0.0,1415,11,4,75,1,1,1978,0,0,4,0,0,1,0,2
18207,3881,0.0,877,10,2,620,1,1,1983,0,0,1,0,2,1,0,0
46028,66432,0.0,0,4,7,1,1,0,1974,1,0,1,0,4,0,0,0
26555,30739,0.0,-40,80,23,225,0,0,2012,2,0,1,0,1,0,1,2
53201,71708,200.0,2246,11,3,620,1,0,2006,0,0,6,0,0,0,0,2
2957,58987,10.0,1614,24,30,400,1,1,2002,0,0,2,0,1,1,0,2
55808,54987,0.0,1428,16,1,380,1,0,2005,2,0,3,0,3,0,1,2
57913,62639,0.0,0,5,1,390,1,1,1979,3,0,1,0,1,0,2,2
8928,12588,0.0,1627,11,4,56,1,1,1978,0,0,4,0,2,1,0,0
58174,45641,0.0,1306,13,3,1000,1,0,1972,4,0,1,1,0,0,0,0
18813,63336,0.0,1161,3,4,40,1,1,1972,0,0,1,0,1,0,0,2
58794,27245,100.0,1366,20,6,400,1,0,1993,1,0,2,0,0,1,0,0
28373,29163,0.0,0,19,8,405,1,1,2003,2,0,6,1,0,0,1,2
35583,6017,0.0,0,14,5,330,0,1,2000,3,0,1,1,2,0,1,0
53378,7378,0.0,0,12,2,566,0,0,2003,0,0,4,0,0,1,0,2
7801,28733,0.0,0,12,4,841,1,0,1984,0,2,3,0,0,1,0,0
36900,61085,0.0,805,10,5,300,1,1,2005,0,0,1,0,2,1,0,0
6218,4377,0.0,0,19,2,742,1,1,1986,0,0,1,0,1,1,0,0
20662,10584,0.0,0,17,7,460,0,1,1995,2,0,3,0,0,0,1,0
25769,21336,0.0,0,19,5,428,1,1,2002,3,0,2,0,0,1,0,2
55395,53289,500.0,1785,15,2,56,1,1,1972,0,0,4,0,0,1,0,2
54885,71553,0.0,0,18,7,614,1,1,1991,2,0,6,0,1,0,1,2
51819,30811,0.0,1379,13,1,325,1,1,1986,3,0,1,0,0,0,2,0
6934,42690,20.0,99,4,5,45,1,0,2001,1,0,2,0,1,0,0,2
17492,24875,0.0,1407,16,1,500,1,0,2008,0,0,3,0,0,1,0,0
33239,48309,0.0,345,9,4,500,1,1,1982,1,0,1,0,3,0,0,0
157,23519,0.0,0,17,5,298,0,1,1987,3,0,3,0,0,0,2,1
40571,44584,4000.0,1129,15,1,57,1,1,1984,2,0,0,1,0,0,1,2
49976,51369,0.0,29,4,4,150,1,1,2005,3,0,1,0,0,0,2,0
33415,7844,0.0,833,15,2,240,1,1,1972,0,0,1,0,0,1,0,2
50008,65875,0.0,1608,13,2,1,1,0,1980,4,0,3,0,1,0,0,0
45459,34632,0.0,526,5,2,160,1,1,2004,0,0,1,0,0,1,0,2
49314,17708,20.0,245,80,53,690,1,1,2006,2,0,2,1,0,0,1,0
57636,41035,0.0,1312,4,1,1,1,1,1985,0,0,1,0,0,0,0,2
23537,52287,20.0,1736,21,3,174,1,1,2008,2,0,2,0,0,0,1,2
52610,28120,25.0,1450,16,1,350,1,1,1988,2,3,2,0,0,0,1,2
